ID,Title,Author,Year,Data Origin,Visual Dim,Space Scale Start,Space Scale Finish,Time Scale Start,Time Scale Finish,Space-Time-Levels,Level,Multi scale,Human,Phys/Anat,Survey ModelMethodtool,Exploration,Analysis,Communication,Purpose test,Purpose comment,Process,Process,Structure,Origin,Concept,Image Name,Bibtex Authors,Abstract,Keywords,Future work,DOI,in vitaLITy?,in paper?
11,"CellProﬁler Analyst Web (CPAW) - Exploration, analysis, and classiﬁcation of biological images on the web",Baidak et al.,2016,microscopy,2,-7,-5,2,5,Cell,Cell,0,0,Anatomy,Tool,0.5,0.5,0,1,"mainly for visual analysis, but direct visualization of the cell image data for researchers to explore ",cell phenotype,cell dynamics,cell,bioinformatics,domain scientists can explore and analyze image-based data and classify complex biological phenotypes through an interactive user interface now on the web with faster processing capabilities,baidak.png,"Baidak, Bella; Jones, Thouis R; Hussain, Yahiya; Franke, Loraine; Kelminson, Emma; Haehn, Daniel","CellProfiler Analyst (CPA) has enabled the scientific research community to explore image-based data and classify complex biological phenotypes through an interactive user interface since its release in 2008. This paper describes CellProfiler Analyst Web (CPAW), a newly redesigned and web-based version of the software, allowing for greater accessibility, quicker setup, and facilitating a simple workflow for users. Installation and managing new versions ha  been challenging and time-consuming, historically. CPAW is an alternative that ensures installation and future updates are not a hassle to the user. CPAW ports the core iteration loop of CPA to a pure server-less browser environment using modern web-development technologies, allowing computationally heavy activities, like machine learning, to occur without freezing the user interface (UI). With a setup as simple as navigating to a website, CPAW presents a clean UI to the user to refine their classifier and explore phenotypic data easily. We evaluated both the old and the new version of the software in an extensive domain expert study. We found that users could complete the essential classification tasks in CPAW and CPA 3.0 with the same efficiency. Additionally, users completed the tasks 20 percent faster using CPAW compared to CPA 3.0. The code of CellProfiler Analyst Web is open-source and available at https://mpsych.github.io/CellProfilerAnalystWeb/.","cell profiling, gene expression, classification","data handling, fine tune deep learning model, support color and intensity adjustments to cell images",10.1109/VIS49827.2021.9623317,n,
12,Toward Real-time Simulation of Cardiac Dynamics,Bartocci et al.,2011,simulation,2,-4,-4,-3,0,Tissue,Tissue,0,1,Physiology ,Method,1,0,0,1,visualize results of cardiac electrophysiology in voltage map,signal propagation (heart electrophysiology),tissue interactions,heart,graphics,"near real-time performance of simulated cardiac dynamics in tissues of realistic sizes by using GPU architectures.Simulate normal heartbeat, vfib, vtach",bartocci.jpg,"Bartocci, E.; Cherry, E. M.; Glimm, J.; Grosu, R.; Smolka, S. A.; Fenton, F. H.","We show that through careful and model-specific optimizations of their GPU implementations, simulations of realistic, detailed cardiac-cell models now can be performed in 2D and 3D in times that are close to real time using a desktop computer. Previously, large-scale simulations of detailed mathematical models of cardiac cells were possible only using supercomputers. In our study, we consider five different models of cardiac electrophysiology that span a broad range of computational complexity: the two-variable Karma model, the four-variable Bueno-Orovio-Cherry-Fenton model, the eight-variable BeelerReuter model, the 19-variable Ten Tusscher-Panfilov model, and the 67-variable Iyer-Mazhari-Winslow model. For each of these models, we treat both their single- and double-precision versions and demonstrate linear or even sub-linear growth in simulation times with an increase in the size of the grid used to model cardiac tissue. We also show that our GPU implementations of these models can increase simulation speeds to near real-time for simulations of complex spatial patterns indicative of cardiac arrhythmic disorders, including spiral waves and spiral wave breakup. The achievement of real-time applications without the need for supercomputers may, in the near term, facilitate the adoption of modeling-based clinical diagnostics and treatment planning, including patient-specific electrophysiological studies.","electrophysiology, GPU, computer graphics, spiral wave, voltage map",evaluate for diagnostic use ,10.1145/2037509.2037525,n,
13,Patient-specific isogeometric fluid–structure interaction analysis of thoracic aortic blood flow due to implantation of the Jarvik 2000 left ventricular assist device,Bazilevs et al.,2009,"CT, simulation (NURBS-based isogeometric analysis)",3,-4,-2,-2,0,Organ,Organ,0,1,Physiology,Model,0,1,0,1,patient specific analysis of certain flow quantities,blood flow (hemodynamics),blood flow,Heart,Computing,"Bazilevus et al. proposed a method to encapsulate CT data with NURBS representation, and run a patient specific blood flow simulation on it. The result is than coupled together into visual analytics solution of blood flow with a pump (left ventricular assist device).",bazilevs.jpg,"Bazilevs, Y.; Gohean, J. R.; Hughes, T. J. R.; Moser, R. D.; Zhang, Y.","Left ventricular assist devices (LVADs) are continuous flow pumps that are employed in patients with severe heart failure. Although their emergence has significantly improved therapeutic options for patients with heart failure, detailed studies of the impact of LVADs on hemodynamics are notably lacking. To this end we initiate a computational study of the Jarvik 2000 LVAD model employing isogeometric fluid-structure interaction analysis. We focus on a patient-specific configuration in which the LVAD is implanted in the descending thoracic aorta. We perform computations for three pump settings and report our observations for several quantities of hemodynamic interest. It should be noted that this paper presents the first three-dimensional, patient-specific fluid-structure interaction simulation of LVADs.","color coded, mesh, NURBS, flow visualization",---,10.1016/j.cma.2009.04.015s,n,
14,Semi-Automatic Vessel Boundary Detection in Cardiac 4D PC-MRI Data Using FTLE fields,Behrendt et al.,2016,PC-MRI,3,-3,-1,-2,0,Organ,Organ,0,0,Physiology/Anatomy,Method,0,1,0,1,main goal is automated method to extract vessel boundaries,blood flow (hemodynamics),blood flow,Aorta,Vis,"In this paper, we presented a method to aid the segmentation of vessels in low-contrast cardiac 4D PC-MRI datasets. This was achieved by combining magnitude-based images with flow coherency information extracted from FTLE fields. Although we only tested it with cardiac 4D PC-MRI data, our method should be easily adaptable for other regions of the human body, as long as the vessels are large enough to be visible through 4D PC-MRI.",behrendt.jpg,"Behrendt, Benjamin; Kohler, Benjamin; Grafe, Daniel; Grothoff, Matthias; Gutberlet, Matthias; Preim, Bernhard","Four-dimensional phase-contrast magnetic resonance imaging (4D PC-MRI) is a method to non-invasively acquire in-vivo blood flow, e.g. in the aorta. It produces three-dimensional, time-resolved datasets containing both flow speed and direction for each voxel. In order to perform qualitative and quantitative data analysis on these datasets, a vessel segmentation is often required. These segmentations are mostly performed manually or semi-automatically, based on three-dimensional intensity images containing the maximal flow speed over all time steps. To allow for a faster segmentation, we propose a method that, in addition to intensity, incorporates the flow trajectories into the segmentation process. This is accomplished by extracting Lagrangian Coherent Structures (LCS) from the flow data, which indicate physical boundaries in a dynamical system. To approximate LCS in our discrete images, we employ Finite Time Lyapunov Exponent (FTLE) fields to quantify the rate of separation of neighboring flow trajectories. LCS appear as ridges or valleys in FTLE images, indicating the presence of either a flow structure boundary or physical boundary. We will show that the process of segmenting low-contrast 4D PC-MRI datasets can be simplified by using the generated FLTE data in combination with intensity images.","vessel boundary, blood flow",--,10.2312/vcbm20161269,y-lower grp,y
15,Tridimensional Visualization and Analysis of Early Human Development,Belle et al.,2017,microscopy,3,-7,0,-6,6,"Cell, Tissue, Organ, *System, *Organism",Tissue,0,1,Anatomy (form follows function),Method,0.25,0.75,0,1,"visualize high resolution microscopy data of human embryos to undertsand system structure, looking for specific markers to identify how they influence tissue development",embryo development,tissue dynamics,human embryo,cell biology,"we show that whole-mount immunostaining with transcription factors and proliferation markers (KI67 and H3P) expressed in specific cell types (such as stem cells and muscle precursors) can be efficiently carried out in cleared embryos and fetal organs. Our method, which preserves the 3D organization of the organs while achieving a great cellular resolution, is rapid, highly reproducible, and should provide clinicians with a reliable spatial framework for the correlation of in utero and postmortem 3D images of embryos and fetuses.",belle.jpg,"Belle, Morgane; Godefroy, David; Couly, Gérard; Malone, Samuel A.; Collier, Francis; Giacobini, Paolo; Chédotal, Alain","Generating a precise cellular and molecular cartography of the human embryo is essential to our understanding of the mechanisms of organogenesis in normal and pathological conditions. Here, we have combined whole-mount immunostaining, 3DISCO clearing, and light-sheet imaging to start building a 3D cellular map of the human development during the first trimester of gestation. We provide high-resolution 3D images of the developing peripheral nervous, muscular, vascular, cardiopulmonary, and urogenital systems. We found that the adult-like pattern of skin innervation is established before the end of the first trimester, showing important intra- and inter-individual variations in nerve branches. We also present evidence for a differential vascularization of the male and female genital tracts concomitant with sex determination. This work paves the way for a cellular and molecular reference atlas of human cells, which will be of paramount importance to understanding human development in health and disease.",3DISCO; database; embryo; fetus; human; iDISCO; light sheet microscopy; nervous system; tissue clearing; urogenital system.,Defining how many cells give rise to an individual organ and understanding how cell numbers are regulated during development is essential to understanding the process of organogenesis,10.1016/j.cell.2017.03.008,n,y
16,3D volumetric muscle modeling for real-time deformation analysis with FEM,Berranen et al.,2012,Simulation,3,-3,-2,-3,0,Organ,Organ,0,1,Physiology,Model,1,0,0,1,"modeling of muscle deformation, visualize output of model",Muscle dynamics,muscle function,Muscle,Medicine engineering,Three-dimensional finite element constitutive muscle simulation based on Hill model.,berranen.jpg,"Berranen, Yacine; Hayashibe, Mitsuhiro; Gilles, Benjamin; Guiraud, David","Computer simulation is promising numerical tool to study muscle volumetric deformations. However, most models are facing very long computation time and thus are based on simplified wire Hill muscle model. The purpose of this study is to develop a real-time three-dimensional biomechanical model of volumetric muscle based on modified Hill model for the active stress which is controlled from EMG recordings. Finite element model is used to estimate the passive behavior of the muscle and tendons during contraction. We demonstrate that this 3D model implementation is very cost effective with respect to the computation time and the simulation gives good results compared to real measured data. Thus, this effective implementation will allow implementing much more complex and realistic models considering the muscle as volumetric continuum, with moderate computation time.","animation, time curve, EMG",establish the geometrical model of muscles in lower extremities from MRI acquisitions,10.1109/EMBC.2012.6347083,n,
17,DNA Animations for Science-Art Exhibition,Berry,2018,animation,3,-10,-5,-6,2,"Molecule, Organelle, Cell",,1,1,Physiology,Tool,0,0,1,1,"animation of DNA-related processes in real time, designed for communication with cinematic elements",pathway,molecular pathways,DNA,biomedical animation,"multiscale animation that starts with an outer view of the cell, then dives into the nucleus to observe the process of gene expression and repair; processes occur in real-time",berry.jpg,"Berry, Drew","Edit of wehi.tv's DNA animations.
Created for V&A exhibition ""The Future Starts Here"" 2018
youtube: https://www.youtube.com/watch?v=7Hk9jct2ozY","DNA repair, animation",--,--,n,y
18,In Vivo Three-Dimensional MR Wall Shear Stress Estimation in Ascending Aortic Dilatation,Bieging et al.,2011,PC-MRI,3,-3,-1,-3,0,Organ,Organ,0,1,Physiology,Method,0.25,0.75,0,1,Main interest in identifying regions of high wall shear stress,blood flow (hemodynamics),blood flow,Aorta,Medicine engineering,"Biegning et al. have proposed a method of segmentation relevant flow data from PC-MRI, and to visualize the flow using pathlines, together with color coding the pressure on aorta to investigate wall shear stress.",bieging.jpg,"Bieging, Erik T.; Frydrychowicz, Alex; Wentland, Andrew; Landgraf, Benjamin R.; Johnson, Kevin M.; Wieben, Oliver; François, Christopher J.","Purpose: To estimate surface-based wall shear stress (WSS) and evaluate flow patterns in ascending aortic dilatation (AscAD) using a high-resolution, time-resolved, three-dimensional (3D), three-directional velocity encoded, radially undersampled phase contrast MR sequence (4D PC-MRI). Materials and Methods: 4D PC-MRI was performed in 11 patients with AscAD (46.3 6 22.0 years) and 10 healthy volunteers (32.9 6 13.4 years) after written informed consent and institutional review board approval. Following manual vessel wall segmentation of the ascending aorta (MATLAB, The Mathworks, Natick, MA), a 3D surface was created using spline interpolation. Spatial WSS variation based on surface division in 12 segments and temporal variation were evaluated in AscAD and normal aortas. Visual analysis of flow patterns was performed based on streamlines and particle traces using EnSight (v9.0, CEI, Apex, NC). Results: AscAD was associated with significantly increased diastolic WSS, decreased systolic to diastolic WSS ratio, and delayed onset of peak WSS (all P < 0.001). Temporally averaged WSS was increased and peak systolic WSS was decreased. The maximum WSS in AscAD was on the anterior wall of the ascending aorta. Vortical flow with highest velocities along the anterior wall and increased helical flow during diastole were observed in AscAD compared with controls. Conclusion: Changes in WSS in the ascending aorta of AscAD correspond to observed alterations in flow patterns compared to controls.","streamlines, slice rendering",---,10.1002/jmri.22485,n,
19,Productive visualization of high-throughput sequencing data using the SeqCode open portable platform,"Blanco, González-Ramírez, Di Croce",2021,"gene sequence, e.g. ChIP-seq, ATAC-seq, and RNA-seq",1,-10,-6,2,2,"Molecule, Organelle",,0,1,Physiology ,Tool,0,1,0,1,"SeqCode is entirely focused on the graphical analysis of 1D genomic data (e.g. ChIP-seq, RNA-seq). analysis tasks include: create Custom profiles for quick visualization of fresh data in genome browsers, create Averaged occupancy plots to spot the genomic distribution of a transcription factor/histone modification, produce Density heatmaps to display the strength of the signal on each target, Read counts for signal quantification and further dataset comparisons,classify peaks into different genomic features, identify target peaks and compare peaks, and evaluate conservation of genomic regions
",gene expression,molecular pathways,"gene, dna bp",computational biology,"Current high-throughput sequencing techniques (e.g. ChIP-seq, ATAC-seq, and RNA-seq) can use a single run to identify the repertoire of functional characteristics of the genome. Therefore, an accurate interpretation of the results is fundamental to understand how the transcriptomic and epigenomic landscape of cells evolve during developmental and/or disease stages. This tool is designed for graphical analysis of high throughput gene sequence data",seqcode.jpg,"Blanco, Enrique; González-Ramírez, Mar; Di Croce, Luciano","Large-scale sequencing techniques to chart genomes are entirely consolidated. Stable computational methods to perform primary tasks such as quality control, read mapping, peak calling, and counting are likewise available. However, there is a lack of uniform standards for graphical data mining, which is also of central importance. To fill this gap, we developed SeqCode, an open suite of applications that analyzes sequencing data in an elegant but efficient manner. Our software is a portable resource written in ANSI C that can be expected to work for almost all genomes in any computational configuration. Furthermore, we offer a user-friendly front-end web server that integrates SeqCode functions with other graphical analysis tools. Our analysis and visualization toolkit represents a significant improvement in terms of performance and usability as compare to other existing programs. Thus, SeqCode has the potential to become a key multipurpose instrument for high-throughput professional analysis; further, it provides an extremely useful open educational platform for the world-wide scientific community. SeqCode website is hosted at http://ldicrocelab.crg.eu, and the source code is freely distributed at https://github.com/eblancoga/seqcode.","sequence, gene, genomics ",integrate more features for comparison tasks ,10.1038/s41598-021-98889-7,n,y
20,"4D phase contrast MRI at 3 T: Effect of standard and blood-pool contrast agents on SNR, PC-MRA, and blood flow visualization",Bock et al.,2009,PC-MRA,3,-3,-1,-2,0,Organ,Organ,0,1,Physiology,Method,0.75,0.25,0,1,"streamlines derived from the data and visualized, main idea exploratory (overview) of what data contain",blood flow (hemodynamics),blood flow,Aorta,Medicine engineering,"Bock et al. wrote a study of different observable agents, to enhance the visualization from 3D PC-MRI. Visualization is done with aorta isosurface extracted from PC-MRI data, and coupled with pathlines seeding planes color coding the measured velocity.",bock.jpg,"Bock, Jelena; Frydrychowicz, Alex; Stalder, Aurélien F.; Bley, Thorsten A.; Burkhardt, Hans; Hennig, Jürgen; Markl, Michael","Time-resolved phase contrast (PC) MRI with velocity encoding in three directions (flow-sensitive four-dimensional MRI) can be employed to assess three-dimensional blood flow in the entire aortic lumen within a single measurement. These data can be used not only for the visualization of blood flow but also to derive additional information on vascular geometry with three-dimensional PC MR angiography (MRA). As PCMRA is sensitive to available signal-to-noise ratio, standard and novel blood pool contrast agents may help to enhance PC-MRA image quality. In a group of 30 healthy volunteers, the influence of different contrast agents on vascular signalto- noise ratio, PC-MRA quality, and subsequent three-dimensional stream-line visualization in the thoracic aorta was determined. Flow-sensitive four-dimensional MRI data acquired with contrast agent provided significantly improved signal-to-noise ratio in magnitude data and noise reduction in velocity data compared to measurements without contrast media. The agreement of three-dimensional PC-MRA with reference standard contrast-enhanced MRA was good for both contrast agents, with improved PC-MRA performance for blood pool contrast agent, particularly for the smaller supraaortic branches. For three-dimensional flow visualization, a trend toward improved results for the data with contrast agent was observed.","streamlines, isosurface, volume","combined with calculated vessel geometry, and the determined vessel boundaries can be used for derivation of further hemodynamic parameters such as wall shear stress or pressure gradients",10.1002/mrm.22199,n,
21,The Inner Life of the Cell,Bolinsky,2006,PDB,3,-10,-6,-3,0,"Molecule, Organelle",Cell,0,1,Physiology,Model,0,0,1,1,Illustration,"pathway, organelle behavior",cell dynamics,"molecules, organelles",Illustrator,"Animations are natural way of showing a temporal aspect of the processes. Bolinsky et al. have created a set of online animations called ""Inner life of cell"". The animated video was showing multiple processes happening inside the cell like Membrane dynamics, protein creation, transport inside the cell environment.",bolinsky.jpg,"Bolinsky, David","The Inner Life of the Cell is an 8.5-minute 3D computer graphics animation illustrating the molecular mechanisms that occur when a white blood cell in the blood vessels of the human body is activated by inflammation (Leukocyte extravasation). It shows how a white blood cell rolls along the inner surface of the capillary, flattens out, and squeezes through the cells of the capillary wall to the site of inflammation where it contributes to the immune reaction. When teaching biology, professors will often generate 3D animations to demonstrate certain concepts to their students in a much more visual way than would otherwise be possible. In the case of The Inner Life of the Cell the creators aimed for a more cinematic, as opposed to academic, feel.",illustrative animation,---,--,n,
22,"The Cell Cycle Browser: An Interactive Tool for Visualizing, Simulating, and Perturbing Cell-Cycle Progression",Borland et al.,2018,"simulation, microscopy",2,-7,-4,-3,5,Cell,Cell,0,1,Physiology ,Tool,0.25,0.75,0,1,"Each dataset contains a time series of measurements for any number of molecular species captured across multiple individual cells. Each single-cell time series, or trace, is derived from the analysis of segmented images of proliferating human cells expressing a fluorescent reporter. . user can select which analysis plots to display including a time-series plot of experimental and simulated data; a growth curve plot for each dataset/simulation; and a simulated analytical flow cytometry plot of DNA synthesis versus DNA content fluorescence-activated cell sorting for the current simulation, or any datasets that contain phase information. use hierarchical clustering of cell tracks",cell cycle,cell dynamics,cell,bioinformatics,"we describe a web-based tool, the Cell Cycle Browser (CCB), for visualizing, simulating, and analyzing the timeline of molecular events during cell-cycle progression. In its most basic functionality, the CCB displays time-series data representing various molecular activities over the course of a single-cell cycle. Single-cell traces from time-lapse fluorescent microscopy experiments—representing different biological activities from multiple cell lines—may be aligned in time to examine the temporal sequence of cell-cycle events and explore new relationships among cell-cycle events. In addition, the CCB enables a user to simulate a mechanistic model of cell-cycle progression and align the model output with experimental data in time to better understand and predict cell-cycle behaviors.",borland.jpg,"Borland, David; Yi, Hong; Grant, Gavin D.; Kedziora, Katarzyna M.; Chao, Hui Xiao; Haggerty, Rachel A.; Kumar, Jayashree; Wolff, Samuel C.; Cook, Jeanette G.; Purvis, Jeremy E.","The cell cycle is driven by precise temporal coordination among many molecular activities. To understand and explore this process, we developed the Cell Cycle Browser (CCB), an interactive web interface based on real-time reporter data collected in proliferating human cells. This tool facilitates visualizing, organizing, simulating, and predicting the outcomes of perturbing cell-cycle parameters. Time-series traces from individual cells can be combined to build a multi-layered timeline of molecular activities. Users can simulate the cell cycle using computational models that capture the dynamics of molecular activities and phase transitions. By adjusting individual expression levels and strengths of molecular relationships, users can predict effects on the cell cycle. Virtual assays, such as growth curves and flow cytometry, provide familiar outputs to compare cell-cycle behaviors for data and simulations. The CCB serves to unify our understanding of cell-cycle dynamics and provides a platform for generating hypotheses through virtual experiments.",cell cycle; computational modeling; data visualization; live-cell imaging; single-cell dynamics,"Future improvements to the CCB will include: (1) the ability to create customized, password-protected workspaces for individual users that allows them to create private workspaces that they can choose to make public later; (2) data from additional organisms; (3) a portal for submitting raw data for review to be available for visualization as tracks; (4) automated imputation of phase transition locations based on single-cell traces; and (5) the ability to load, simulate, and compare multiple computational models.",10.1016/j.cels.2018.06.004,n,y
