ID,Title,Author,Year,Data Origin,Visual Dim,Space Scale Start,Space Scale Finish,Time Scale Start,Time Scale Finish,Level,Multi scale,Human,Phys/Anat,Survey model method tool,Old Purpose,Exploration,Analysis,Communication,Purpose test,Purpose comment,Process,Structure,Origin,Concept,Ref. Image,Image Name,Bibtex Authors,Abstract,Keywords,Future work
289,Molecular Graphics: Bridging Structural Biologists and Computer Scientists,Martinez et al.,2019,"nmr, x-ray crystallography, simulation, cryo EM ",3,-10,-7,-15,0,Molecule,0,1,Physiology/Anatomy,Survey,,0.25,0.25,0.5,1,"Very small section of this perspective paper focuses on molecular dynamics, and the aspects that they discuss focus more on exploration and communication of dynamics",molecular dynamics ,molecules ,vis/computational and structural biology,"relevant quote from paper: ""Biomolecules are intrinsically dynamic and flexible, leading to positional uncertainty. Even if molecular dynamic properties can be measured (Kay, 2016), and modeled in molecular simulations (Bottaro and Lindorff-Larsen, 2018), a clear visualization of such dynamical properties is still a challenge—especially if rendered on a static image.""",,martinez.jpeg,"Martinez, Xavier; Krone, Michael; Alharbi, Naif; Rose, Alexander S.; Laramee, Robert S.; O'Donoghue, Sean; Baaden, Marc; Chavent, Matthieu","Visualization of molecular structures is one of the most common tasks carried out by structural biologists, typically using software, such as Chimera, COOT, PyMOL, or VMD. In this Perspective article, we outline how past developments in computer graphics and data visualization have expanded the understanding of biomolecular function, and we summarize recent advances that promise to further transform structural biology. We also highlight how progress in molecular graphics has been impeded by communication barriers between two communities: the computer scientists driving these advances, and the structural and computational biologists who stand to benefit. By pointing to canonical papers and explaining technical progress underlying new graphical developments in simple terms, we aim to improve communication between these communities; this, in turn, would help shape future developments in molecular graphics.",molecular visualizationmolecular graphics,-
291,A Survey and Classification of Visualisation in Multiscale Biomedical Applications,Mcfarlane et al.,2012,"simulation, imaging",3,-10,0,-15,6,"Tissue, Organ ",1,1,Anatomy/Physiology (mixed),Survey,,0.25,0.25,0.5,1,"many of the cases that are highlighted in figures seem to be more of a communication emphasis, e.g., colonoscopy frog with heart lens, although other works highlighted include exploration and analysis tasks. Communication as main focus here fits with initial concept presented of a Google Maps for the human body",many,many,Vis,"There are many multiscale techniques, most of which perform one of eight functions: handling large data, interaction mode, representing sub-scale data, magnifying sub-scale data, level of detail, global context, numerical precision and temporal techniques. These functional groups form both a classification and a design menu for developers. Authors talk through works that handle each of these tasks that are multiscale. Note this is not all about physiology, they discuss also just linking anatomical scales",,--,"Mcfarlane, N.J.B.; Ma, X.; Clapworthy, G.J.; Bessis, N.; Testi, D.","The MSV project aims to survey current best practice in multiscale visualisation and to construct a software toolkit which will make multiscale techniques readily accessible to biomedical researchers and clinicians. In this paper, current methods for multiscale data visualisation in several domains are reviewed, and a novel classification of multiscale techniques for biomedical applications by function is proposed. The classification will form the basis of a design menu and toolkit for multiscale visualisation.",multiscale,"However, despite numerous calls for multiscale visualisation in the biomedical field [14] there has so far been little demand from applications, outside the fields of protein visualisation and genomics, or the kind of interactive multiscale views that are now common in cartography and astrophysics. Multiscale visualisations have been presented for the lung [15] and for blood flow [16], but thus far these examples are few, and there is no equivalent to Google Earth for the human body."
293,Pathline: A Tool For Comparative Functional Genomics,"Melançon, Munzner, Weiskopf",2010,"microarray(?), BioCyc database",2,-9,-6,2,5,"Molecule, Organelle ",0,1,Physiology ,Tool,,0,1,0,1,"The level of gene activity, analogous to enzyme levels, and the level of the metabolites, change over time. Finding differences between species in the patterns of the these changes is an important part of comparative functional genomics. Pathline addresses analysis tasks where only a small number of pathways are under consideration at one time, and their topological structure is a secondary, rather than primary, concern.",gene expression,Gene ,Vis,"Pathline is an interactive prototype tool for visualizing comparative functional genomics data across multiple pathways, multiple genes and metabolites, and multiple species. Its curvemap detail view is an alternative to the color-based visual encoding of traditional heatmaps that supports detailed analysis of the shapes of time series curves across species and genes. The linearized pathways view provides an overview of multiple aggregate similarity scores for each gene across multiple pathways. We took a user-centered design approach in developing Pathline, working closely with our biology collaborators to refine the tool’s design. These biologists used Pathline in their analysis process to confirm known findings and to generate new insights, and are using the tool to communicate these findings.",,meyer-pathline.jpg,"Melançon, G; Munzner, T; Weiskopf, D","Biologists pioneering the new field of comparative functional genomics attempt to infer the mechanisms of gene regulation by looking for similarities and differences of gene activity over time across multiple species. They use three kinds of data: functional data such as gene activity measurements, pathway data that represent a series of reactions within a cellular process, and phylogenetic relationship data that describe the relatedness of species. No existing visualization tool can visually encode the biologically interesting relationships between multiple pathways, multiple genes, and multiple species. We tackle the challenge of visualizing all aspects of this comparative functional genomics dataset with a new interactive tool called Pathline. In addition to the overall characterization of the problem and design of Pathline, our contributions include two new visual encoding techniques. One is a new method for linearizing metabolic pathways that provides appropriate topological information and supports the comparison of quantitative data along the pathway. The second is the curvemap view, a depiction of time series data for comparison of gene activity and metabolite levels across multiple species. Pathline was developed in close collaboration with a team of genomic scientists. We validate our approach with case studies of the biologists’ use of Pathline and report on how they use the tool to confirm existing findings and to discover new scientific insights.","functional genomics, pathline, sparkline, curvemap","extend Pathline by allowing it to import metabolic and cellular pathway information directly from
databases such as KEGG; support for showing DNA sequence information"
296,MulteeSum: A Tool for Comparative Spatial and Temporal Gene Expression Data,Meyer et al.,2010,"microscopy, gene expression",2,-7,-4,2,2,"Organelle, Cell, Tissue",0,1,Physiology ,Tool,,0.25,0.5,0.25,1,"visualize output of microscopy data (virtual embryo), visually analyze to answer the following questions:
--Are there groups of cells in one species that have unique expression profiles compared to cells in the other species?
--Do groups of cells with similar expression patterns in different species exist in the same location in the embryos?
--How do groups of cells with a known morphological function relate to patterns in location and/or gene expression?
pathline feature communicates gene expression over time in blastoderm","gene expression, cell function","cells, groups of cells",vis,"MulteeSum is a visualization system that supports inspection and curation of data sets showing gene expression over time, in conjunction with the spatial location of the cells where the genes are expressed -- it is the first tool to support comparisons across multiple such datasets. MulteeSum is part of a general and flexible framework that allows biologists to explore the results of computations that mix spatial information, gene expression measurements over time, and data from multiple species or organisms. MulteeSum was developed to support the research activities of biologists studying developing Drosophila embryos. Has multi view with curve map (pathlines) showing gene expression over time, embryo map shows similar cells color coded where cell similarity determined by their gene expression profile/spatial location.",,meyer-multeesum.png,"Meyer, M; Munzner, T; DePace, A; Pfister, H","Cells in an organism share the same genetic information in their DNA, but have very different forms and behavior because of the selective expression of subsets of their genes. The widely used approach of measuring gene expression over time from a tissue sample using techniques such as microarrays or sequencing do not provide information about the spatial position within the tissue where these genes are expressed. In contrast, we are working with biologists who use techniques that measure gene expression in every individual cell of entire fruitfly embryos over an hour of their development, and do so for multiple closely-related subspecies of Drosophila. These scientists are faced with the challenge of integrating temporal gene expression data with the spatial location of cells and, moreover, comparing this data across multiple related species. We have worked with these biologists over the past two years to develop MulteeSum, a visualization system that supports inspection and curation of data sets showing gene expression over time, in conjunction with the spatial location of the cells where the genes are expressed — it is the first tool to support comparisons across multiple such data sets. MulteeSum is part of a general and flexible framework we developed with our collaborators that is built around multiple summaries for each cell, allowing the biologists to explore the results of computations that mix spatial information, gene expression measurements over time, and data from multiple related species or organisms. We justify our design decisions based on specific descriptions of the analysis needs of our collaborators, and provide anecdotal evidence of the efficacy of MulteeSum through a series of case studies.","Spatial data, temporal data, gene expression.",adapt multeesum for use with other model organisms
297,MizBee: A multiscale synteny browser,Meyer et al.,2009,synteny data (gene sequence data),2,-10,-6,2,9,"Molecule, Organelle",1,1,Physiology,Tool,,0,0.75,0.25,1,"data are highly abstracted to a chord diagram that is popular for showing gene expression profiles/gene co-expression. chord diagram is an aspect of communication, where there is a clear concept that authors wish to convey to user with their design that is heavily abstracted from the underlying data. Visual analysis main concept because users have questions that they want to answer about the data ",gene co-expression,chromosomes,vis,"targeted at the exploration of syntenic blocks, blocks of features that appear in the same form on the same or multiple chromosomes. While the data only consists of dozens of chromosomes, the number of features reaches hundreds of thousands. Shows gene coexpression, shows map with positions of base pairs on a particular strand of DNA for a given chromosome",,meyer-mizbee.png,"Meyer, Miriah; Munzner, Tamara; Pfister, Hanspeter; Member, Senior","In the field of comparative genomics, scientists seek to answer questions about evolution and genomic function by comparing the genomes of species to find regions of shared sequences. Conserved syntenic blocks are an important biological data abstraction for indicating regions of shared sequences. The goal of this work is to show multiple types of relationships at multiple scales in a way that is visually comprehensible in accordance with known perceptual principles. We present a task analysis for this domain where the fundamental questions asked by biologists can be understood by a characterization of relationships into the four types of proximity/location, size, orientation, and similarity/strength, and the four scales of genome, chromosome, block, and genomic feature. We also propose a new taxonomy of the design space for visually encoding conservation data. We present MizBee, a multiscale synteny browser with the unique property of providing interactive side-by-side views of the data across the range of scales supporting exploration of all of these relationship types. We conclude with case studies from two biologists who used MizBee to augment their previous automatic analysis work flow, providing anecdotal evidence about the efficacy of the system for the visualization of syntenic data, the analysis of conservation relationships, and the communication of scientific insights","synteny, design study, information visualization, bioinformatics","adapt MizBee for use with on-the-fly parameter adjustments of conservation algorithms, rather than as a viewer for static data"
299,Visualization and User Interaction Methods for Multiscale Biomedical Data,Millán Vaquero et al.,2014,many,3,-9,0,9,5,"Molecule, Organelle, Cell, Tissue, Organ ",1,0,"Physiology, Anatomy",Survey,,0.25,0.5,0.25,1,""" Multiscale visualization deals with the question: “How can visualization help in extracting information from several scales that cannot be attained or understood by traditional techniques?”""
All 3 aspects (exploration, communication, analysis) important, more emphasis though spent on analysis needs of domain experts (integration, interoperability, navigation aids)--they mention BD human!",many,many,visualization,"The creation of an integrated multiscale visualization framework is only possible when the conception is changed: the system should be user- and field-centric. Human perception considerations and tight cooperation between study domains and visualization researchers should become the gold standard. In addition, new concepts in this field, e.g. statistical parameters and the utilization of ontologies, can consolidate experimental data. All these efforts should serve a single purpose: to improve understanding.
In the recent years, interaction strategies underwent a revolution. Technologies that were previously considered too expensive have become widely available. This allows interaction with biomedical data with new (low cost) interfaces, ameliorating the user experience.
Multiscale visualization and interaction are challenging disciplines of research. These areas are constantly evolving and expanding to other fields. Due to a multitude of expertise required, creating a good multiscale design is a demanding task. Future progress in this field will depend on the utilization of current trends and further expansion in user experience and ontological/semantic directions.",,vaquero.jpg,"Millán Vaquero, Ricardo Manuel; Rzepecki, Jan; Friese, Karl-Ingo; Wolter, Franz-Erich","The need for handling huge amounts of data from several sources is becoming increasingly important for biomedical scientists. In the past, there were mainly different modalities in imaging techniques that had to be combined. Those modalities usually measured different physical effects from the same object and shared dimensions and resolution. Nowadays, an increasing number of complex use cases exist in biomedical science and clinical diagnostics that require data from various domains, each one related to a different spatiotemporal scale. Multiscale spatial visualization and interaction can help physicians and scientists to explore and understand this data. In the recent years, the number of published articles on efficient scientist-centric visualization and interaction methods has drastically increased. This chapter describes current techniques on multiscale visualization and user interaction and proposes strategies to accommodate current needs in biomedical data analysis.",Multiscale visualization; Multiscale interaction; Biomedical imaging; HCI; Virtual reality ,progress depends on utilization of current trends and further expansion in user experience and ontological/semantic directions.
300,Hierarchical Computational Anatomy: Unifying the Molecular to Tissue Continuum Via Measure Representations of the Brain,"Miller, Tward, Trouvé",2021,"MRI, simulation, histology",2,-6,-1,-3,-1,"Molecule, Organelle, Cell, Tissue, Organ ",1,1,Anatomy/Physiology,Method,,1,0,0,1,Explore input simulation and imaging data,brain activity ,brain,biomedical engineering,"""This paper focusses on the challenge of building multi-scale representations that simultaneously connect the quantum nano-scales of modern molecular biology for characterizing neural circuits architecture in the brain with the classical continuum representations at the anatomical gross and meso scales.""",,miller.jpg,"Miller, Michael; Tward, Daniel; Trouvé, Alain","This paper presents a unified representation of the brain based on mathematical functional measures integrating the molecular and cellular scale descriptions with continuum tissue scale descriptions. We present a fine-to-coarse recipe for traversing the brain as a hierarchy of measures projecting functional description into stable empirical probability laws that unifies scale-space aggregation. The representation uses measure norms for mapping the brain across scales from different measurement technologies. Brainspace is constructed as a metric space with metric comparison between brains provided by a hierarchy of Hamiltonian geodesic flows of diffeomorphisms connecting the molecular and continuum tissue scales. The diffeomorphisms act on the brain measures via the 3D varifold action representing “copy and paste” so that basic particle quantities that are conserved biologically are combined with greater multiplicity and not geometrically distorted. Two applications are examined, the first histological and tissue scale data in the human brain for studying Alzheimer’s disease, and the second the RNA and cell signatures of dense spatial transcriptomics mapped to the meso-scales of brain atlases. The representation unifies the classical formalism of computational anatomy for representing continuum tissue scale with non-classical generalized functions appropriate for molecular particle scales.",,"computational anatomy, hierarchical anatomy"
301,Abstractocyte: A Visual Tool for Exploring Nanoscale Astroglial Cells,Mohammed et al.,2018,"electron microscopy, ","2, 3",-10,-4,-6,-2,"Cell, Tissue",1,1,"Anatomy, Physiology (form from function)",Tool,,0.5,0.5,0,1,"biologists can explore the morphology of astrocytes using various visual abstraction levels, while simultaneously analyzing neighboring neurons and their connectivity. Explore connectome data, visual analysis to answer questions about the data with use of abstractions to summarize features of the data specific to a line of inquiry. also supports the visual analysis of the detailed glycogen distribution and neurite proximity of astrocytes.
***enables exploring 3D mesh and node-link representation of astrocytes and neurons",cell differentiation,cell (astrocytes),Vis,"explore and analyze morphology of astrocytes to understand their function and their relation to neurons in microtissue samples. Visualization shows astrocytes and neuron connectome data over a range of visual abstraction levels to control level of detail based on line of inquiry. Case studies included: assess astrocytic coverage of synapses, glycogen distribution in relation to synapses, and astrocytic-mitochondria coverage. ",,mohammed-abstractocyte.jpg,"Mohammed, Haneen; Al-Awami, Ali K.; Beyer, Johanna; Cali, Corrado; Magistretti, Pierre; Pfister, Hanspeter; Hadwiger, Markus","This paper presents Abstractocyte, a system for the visual analysis of astrocytes and their relation to neurons, in nanoscale volumes of brain tissue. Astrocytes are glial cells, i.e., non-neuronal cells that support neurons and the nervous system. The study of astrocytes has immense potential for understanding brain function. However, their complex and widely-branching structure requires high-resolution electron microscopy imaging and makes visualization and analysis challenging. Furthermore, the structure and function of astrocytes is very different from neurons, and therefore requires the development of new visualization and analysis tools. With Abstractocyte, biologists can explore the morphology of astrocytes using various visual abstraction levels, while simultaneously analyzing neighboring neurons and their connectivity. We define a novel, conceptual 2D abstraction space for jointly visualizing astrocytes and neurons. Neuroscientists can choose a specific joint visualization as a point in this space. Interactively moving this point allows them to smoothly transition between different abstraction levels in an intuitive manner. In contrast to simply switching between different visualizations, this preserves the visual context and correlations throughout the transition. Users can smoothly navigate from concrete, highly-detailed 3D views to simplified and abstracted 2D views. In addition to investigating astrocytes, neurons, and their relationships, we enable the interactive analysis of the distribution of glycogen, which is of high importance to neuroscientists. We describe the design of Abstractocyte, and present three case studies in which neuroscientists have successfully used our system to assess astrocytic coverage of synapses, glycogen distribution in relation to synapses, and astrocytic-mitochondria coverage.","glial cells, astrocyte, visual abstraction, connectomics",--
303,Visualization in connectomics,Pfister et al.,2014,"range of data from macro to micro: EM, microscopy, EEG, MEG, fMRI, PET, SPECT, MRI","2, 3",-9,-1,-6,-2,"Cell, Tissue, Organ",1,0,"Anatomy, Physiology",Survey,,0.5,0.5,0,1,"highlighted visualization approaches tend to focus on directly visualizing input data for exploration, or visual analysis with abstracted data to do brain mapping or network modeling. (e.g. BrainGazer) 3D microscopy data is often visualized using Maximum Intensity Projection (MIP), which displays the maximum values along viewing rays. Direct Volume Rendering (DVR) enables better perception of spatial relationships, but has the disadvantage of added complexity, as an additional transfer function is required.",connectomics (functional and structural),"neurons, brain",vis,"human brains are complex with an estimated 10^11 neurons with 10^15 connections; these can be imaged at 3 scales.
At the macroscale there is a wide range of structural and functional imaging modalities, with applications in medical settings and anatomical research. Functional imaging modalities include electroencephalography (EEG), magnetoencephalography (MEG), functional magnetic resonance imaging (fMRI), and positron emission tomography (PET). Modalities such as single-photon emission computed tomography (SPECT) and magnetic resonance imaging (MRI) provide structural information on the macroscale.
mesoscale: light microscopy for structural connectome (sufficient to image single neurons),  wide-field fluorescence microscopy allow for the imaging of living cells, and computational optical sectioning microscopy techniques enable non-destructive acquisition of 3D data sets.
Microscale: electron microscopy (structural): Transmission Electron Microscopy (TEM) and Scanning Electron Microscopy (SEM)
",,pfister.png,"Pfister, H.; Kaynig, V.; Botha, C.P.; Bruckner, S.; Dercksen, V.J.; Hege, H.C.; Roerdink, J.B.","Connectomics is a branch of neuroscience that attempts to create a connectome, i.e., a complete map of the neuronal system and all connections between neuronal structures. This representation can be used to understand how functional brain states emerge from their underlying anatomical structures and how dysfunction and neuronal diseases arise. We review the current state-of-the-art of visualization and image processing techniques in the field of connectomics and describe a number of challenges. After a brief summary of the biological background and an overview of relevant imaging modalities, we review current techniques to extract connectivity information from image data at macro-, meso- and microscales. We also discuss data integration and neural network modeling, as well as the visualization, analysis and comparison of brain networks.","connectomics, brain, neuroscience","""New methods to integrate connectomics data across modalities and
scales to attain the ultimate goal, a description of the human connectome, will be the
main challenge for visualization in connectomics."""
305,CrossTalkeR: analysis and visualization of ligand–receptor networks,Nagai et al.,2021,scRNA-seq,2,-9,-5,-3,0,"Molecule, Cell",1,1,Physiology,Tool,,0,0.5,0.5,1,"aggregates predictions from CPDB (Efremova et al., 2019) as cell and cell/gene networks. First it ranks cell types, cell–receptors and cell–ligand pairs regarding their importance in cellular crosstalk based on certain network topology measures. Second, CrossTalkeR enables researchers to perform a phenotype based comparative LR analysis. Result is compiled into HTML/PDF report (communication aspect)","molecular reaction, cell communication","molecule, cell",Bioinformatics,"CrossTalkeR is a framework for network analysis and visualisation of LR interactions. CrossTalkeR identifies relevant ligands, receptors and cell types contributing to changes in cell communication when contrasting two biological phenotypes, i.e. disease vs. homeostasis. Creates series of figures in a html/pdf report (heatmap table, node link diagram of cell-cell and or cell-gene links, PCA biplot of cell-gene interactions, sankey plot of ligand-receptor interactions
**context: Single cell RNA sequencing (scRNA-seq) enables the characterization of tissue heterogeneity at an unprecedented level (Armingol et al., 2020; Luecken and Theis, 2019). However, information of cellular proximity and crosstalk is not directly captured by common single cell sequencing protocols. Computational methods, which search for pairs of cell types expressing compatible ligand–receptor (LR) pairs, have thus become a powerful approach for dissecting cellular crosstalk from scRNA-seq data
",,crosstalker.jpg,"Nagai, James S; Leimkühler, Nils B; Schaub, Michael T; Schneider, Rebekka K; Costa, Ivan G","Motivation: Ligand-receptor (LR) network analysis allows the characterization of cellular crosstalk based on single cell RNA-seq data. However, current methods typically provide a list of inferred LR interactions and do not allow the researcher to focus on specific cell types, ligands or receptors. In addition, most of these methods cannot quantify changes in crosstalk between two biological phenotypes.
Results: CrossTalkeR is a framework for network analysis and visualisation of LR interactions. CrossTalkeR identifies relevant ligands, receptors and cell types contributing to changes in cell communication when contrasting two biological phenotypes, i.e. disease vs. homeostasis. A case study on scRNA-seq of human myeloproliferative neoplasms reinforces the strengths of CrossTalkeR for characterisation of changes in cellular crosstalk in disease.
Availability: CrosstalkeR is an R package available at:Github: https://github.com/CostaLab/CrossTalkeR.Zenodo: https://zenodo.org/record/4740646.
Supplementary information: Supplementary data are available at Bioinformatics online.","scRNA-seq, lr network, ligand-receptor, cellular communication",extension of network-based method analysis as well as the analysis of more complex experimental designs as time series or the comparison of several biological conditions.
308,Using 3D Animation to Visualize Hypotheses,Nayak et al.,2020,"Animation, x-ray crystallography, nmr",3,-10,-9,-6,0,"Molecule, Organelle",0,1,"Physiology, Anatomy",Method,,0,0.5,0.5,1,use artist-driven methods to develop hypotheses,"pathways, reactions ","molecules, organelles, cells",animation,"very brief publication on the value of using medical animation and storytelling techniques to help resarchers visualize and communicate their hypotheses. Challenges are lack of standardization in depicting missing information, and abstraction through the creative process reducing realism. Wins are that can model in missing information, combine data from multiple sources in a seamless way",,nayak.jpg,"Nayak, Shraddha; Liu, Hui; Hsu, Grace I.; Iwasa, Janet H.","The power of 3D animation is its ability to integrate and communicate diverse information within a realistic, intuitive, and engaging visualization, thus allowing researchers to build, explore, and communicate their hypotheses. The workflow begins by clearly defining the hypothesis to be visualized and is followed by drafting a storyboard describing steps of the animation in 2D. Next, molecular structures are obtained where available (converted from PDBs to polygonal meshes using UCSF Chimerai) and imported into a 3D animation programii to model additional cellular/molecular content, complex structures, and incorporate dynamics, often by scripting. The animated scene is then rendered as a series of images. Finally, images are imported into compositing softwareiii to assemble the animation and append labels, annotations, and audio.","animation, storytelling, hypothesis generation, chord diagram",--
310,Dynamic Visualization of Coexpression in Systems Genetics Data,New et al.,2008,microarray,2,-10,-6,2,2,Organelle,0,1,Physiology,Tool,,0,1,0,1,"perform specific queries on the data, dynamic fuzzy classification methods to visualize gene networks ",gene co-expression,gene,Vis,"Our tool for interacting with gene co-expression data integrates techniques such as: graph layout, qualitative subgraph extraction through a novel 2D user interface, quantitative subgraph extraction using graph-theoretic algorithms or by compound queries, dynamic level-of-detail abstraction, and template-based fuzzy classification.
In conclusion, it has been shown that the integrated computational tools not only provide research scientists and analysts a way to visualize their data, but it also allows complex querying and filtering for drill-down, graphical analysis, and statistical output. Each of these are facilitated by combinations of a 3D spring-embedded layout, efficient B-tree processing, neural networks, matrix operations, and graph algorithms.
Figure caption: BTD selections (bottom) qualitatively extract gene networks (sides), are rendered using dynamic level-of-detail (center left), and used for template-based classification of entire subgraphs in the original data (center right) for other regulatory mechanisms",,new.jpg,"New, Joshua; Kendall, Wesley; Huang, Jian; Chesler, Elissa","Biologists hope to address grand scientific challenges by exploring the abundance of data made available through modern microarray technology and other high-throughput techniques. The impact of this data, however, is limited unless researchers can effectively assimilate such complex information and integrate it into their daily research; interactive visualization tools are called for to support the effort. Specifically, typical studies of gene co-expression require novel visualization tools that enable the dynamic formulation and fine-tuning of hypotheses to aid the process of evaluating sensitivity of key parameters. These tools should allow biologists to develop an intuitive understanding of the structure of biological networks and discover genes residing in critical positions in networks and pathways. By using a graph as a universal representation of correlation in gene expression, our system employs several techniques that when used in an integrated manner provide innovative analytical capabilities. Our tool for interacting with gene co-expression data integrates techniques such as: graph layout, qualitative subgraph extraction through a novel 2D user interface, quantitative subgraph extraction using graph-theoretic algorithms or by compound queries, dynamic level-of-detail abstraction, and template-based fuzzy classification. We demonstrate our system using a real-world workflow from a large-scale, systems genetics study of mammalian gene co-expression.","genetics network, genomics, genome ",integrate with Gaggle API for sharing amongst systems biologists
312,Using CellML with OpenCMISS to simulate multi-scale physiology,Nickerson et al.,2015,Simulation (CellML models),"2, 3",-10,0,-6,5,"Organelle, Cell, Tissue, Organ, System",0,1,Physiology,Model,,0.5,0.5,0,1,"See results of CellML simulations, modify parameters in OpenCMISS-Zinc (the compnent that allows field manipulation and visualization)",many,many,Bioengineering/Biotech,"OpenCMISS is an open-source modeling environment aimed, in particular, at the solution of bioengineering problems. OpenCMISS consists of two main parts: a computational library (OpenCMISS-Iron) and a field manipulation and visualization library (OpenCMISS-Zinc).",,opencmiss-membranepol.jpeg,"Nickerson, David P.; Ladd, David; Hussan, Jagir R.; Safaei, Soroush; Suresh, Vinod; Hunter, Peter J.; Bradley, Christopher P.","OpenCMISS is an open-source modeling environment aimed, in particular, at the solution of bioengineering problems. OpenCMISS consists of two main parts: a computational library (OpenCMISS-Iron) and a field manipulation and visualization library (OpenCMISS-Zinc). OpenCMISS is designed for the solution of coupled multi-scale, multi-physics problems in a general-purpose parallel environment. CellML is an XML format designed to encode biophysically based systems of ordinary differential equations and both linear and non-linear algebraic equations. A primary design goal of CellML is to allow mathematical models to be encoded in a modular and reusable format to aid reproducibility and interoperability of modeling studies. In OpenCMISS, we make use of CellML models to enable users to configure various aspects of their multi-scale physiological models. This avoids the need for users to be familiar with the OpenCMISS internal code in order to perform customized computational experiments. Examples of this are: cellular electrophysiology models embedded in tissue electrical propagation models; material constitutive relationships for mechanical growth and deformation simulations; time-varying boundary conditions for various problem domains; and fluid constitutive relationships and lumped-parameter models. In this paper, we provide implementation details describing how CellML models are integrated into multi-scale physiological models in OpenCMISS. The external interface OpenCMISS presents to users is also described, including specific examples exemplifying the extensibility and usability these tools provide the physiological modeling and simulation community. We conclude with some thoughts on future extension of OpenCMISS to make use of other community developed information standards, such as FieldML, SED-ML, and BioSignalML. Plans for the integration of accelerator code (graphical processing unit and field programmable gate array) generated from CellML models is also discussed.","opencmiss, modeling",--
315,"Tasks, Techniques, and Tools for Genomic Data Visualization","Nusrat, Harbig,Gehlenborg",2019,gene sequence,2,-10,-6,2,2,"Molecule, Organelle",0,1,Physiology ,Survey,,0,0.5,0.5,1,"this survey is aimed at the visualization community and bioinformatics researchers who develop visualization tools and focuses on visualization tasks, techniques, and tools.","gene expression, interactions, coexpression",Gene,Vis,"Based on a comprehensive literature survey, we propose taxonomies for data, visualization, and tasks involved in genomic data visualization. Furthermore, we provide a comprehensive review of published genomic visualization tools in the context of the proposed taxonomies. Main focus is sequence data, but includes consideration of visualizing gene expression data, e.g., segment tracks",,nusrat.jpg,"Nusrat, S.; Harbig, T.; Gehlenborg, N.","Genomic data visualization is essential for interpretation and hypothesis generation as well as a valuable aid in communicating discoveries. Visual tools bridge the gap between algorithmic approaches and the cognitive skills of investigators. Addressing this need has become crucial in genomics, as biomedical research is increasingly data‐driven and many studies lack well‐defined hypotheses. A key challenge in data‐driven research is to discover unexpected patterns and to formulate hypotheses in an unbiased manner in vast amounts of genomic and other associated data. Over the past two decades, this has driven the development of numerous data visualization techniques and tools for visualizing genomic data. Based on a comprehensive literature survey, we propose taxonomies for data, visualization, and tasks involved in genomic data visualization. Furthermore, we provide a comprehensive review of published genomic visualization tools in the context of the proposed taxonomies.","genomics, genes, ","the challenges in visualizing these data include abstractions or reductions in data dimensions, variations to show changing events, finding meaningful patterns in the data or having proper interactions. For finding patterns or classification, side-by-side comparisons are common for 2D data, although this increases the cognitive load of the viewer. For 3D data, this is even more challenging as these contain large point-sets that are spatially distributed and may change over time. In certain cases, animation can be useful, although this also provides little insight when there are a large number of changes happening concurrently.

In addition to temporally resolved 3D genome structure data, it is now also possible to measure not only pairwise but also n-way interactions of regions across the whole genome. This will require novel visualization techniques that enable analysts to navigate this highly complex space and select lower-dimensional slices for visualization. A related challenge is the visualization and integration of imaging data (ranging from standard lightfield microscopy to super-resolution microscopy) with genomics data from chromosome conformation capture assays such as Hi-C. The mapping between image-based and genome-based coordinates and corresponding navigation will be particularly challenging in this context."
317,Visualizing biological data—now and in the future,O'Donoghue et al.,2010,--,--,-10,-1,-15,6,"Molecule, Organelle, Cell, Tissue, Organ",1,1,Physiology,Survey,,0.25,0.5,0.25,1,"mixed tasks, but analysis indicated as sligthly higher need ",Molecular processes over all scales,"Molecules, Genes ",Bioinformatics,"This is over 10 years old now but provides a good foundational text for the needs and challenges in visualization. Use this to compare against more recent surveys to see what has changed, what remains outstanding. This is a commentary piece, authors note that integration is improving for hardware and technology, that visualization has become mainstream. They call for usability in visualizations, incorporation of visual analytics in a balanced way, multiscale visualization (biological data can range from atom to cell, from chromosome to nucleotide), innovative/novel representations (e.g. combining pathway with expression profile data, from Gehlenborg) with a call to consider 3D as opposed to 2D, standardization of representations, to name the main elements. ",,odonoghue-2010-biodata.png,"O'Donoghue, Seán I.; Gavin, Anne-Claude; Gehlenborg, Nils; Goodsell, David S.; Hériché, Jean-Karim; Nielsen, Cydney B.; North, Chris; Olson, Arthur J.; Procter, James B.; Shattuck, David W.; Walter, Thomas; Wong, Bang","Methods and tools for visualizing biological data have improved considerably over the last decades, but they are still inadequate for some high-throughput data sets. For most users, a key challenge is to benefit from the deluge of data without being overwhelmed by it. This challenge is still largely unfulfilled and will require the development of truly integrated and highly useable tools","biological data, visualization",---
