Key from main,Title,Author,Year,Data Origin,Visual Dim,Space Scale Start,Space Scale Finish,Time Scale Start,Time Scale Finish,Level,Multi scale,Human,Phys/Anat,Survey model method tool,Old Purpose,Exploration,Analysis,Communication,Purpose test,Purpose comment,Process,Structure,Origin,Concept,Ref. Image,Image Name,Bibtex Authors,Abstract,Keywords,Future work
198,Real-time cortical simulation on neuromorphic hardware,"Rhodes, Oliver; Peres, Luca; Rowley, Andrew G. D.; Gait, Andrew; Plana, Luis A.; Brenninkmeijer, Christian; Furber, Steve B.",2020,simulation,2,-5,-4,-3,0,Tissue,0,1,Physiology,Model,,0.5,0,0.5,1,Figure designed to show the microcircuitry of excitatory and inhibitory neurons. This is an interesting way to communicate the layering of the different neuron types in cortical tissue,signal propagation,brain -- sensory cortex,biomedical engineering,cortical simulation in real time of a spiking neural network in small cortical microcircuit tissue section (1mm3) using digital neuromorphic platform SpiNNaker. ,,rhodes.jpeg,"Rhodes, Oliver; Peres, Luca; Rowley, Andrew G. D.; Gait, Andrew; Plana, Luis A.; Brenninkmeijer, Christian; Furber, Steve B.","Real-time simulation of a large-scale biologically representative spiking neural network is presented, through the use of a heterogeneous parallelization scheme and SpiNNaker neuromorphic hardware. A published cortical microcircuit model is used as a benchmark test case, representing ≈1 mm2 of early sensory cortex, containing 77 k neurons and 0.3 billion synapses. This is the first hard real-time simulation of this model, with 10 s of biological simulation time executed in 10 s wall-clock time. This surpasses best-published efforts on HPC neural simulators (3 × slowdown) and GPUs running optimized spiking neural network (SNN) libraries (2 × slowdown). Furthermore, the presented approach indicates that real-time processing can be maintained with increasing SNN size, breaking the communication barrier incurred by traditional computing machinery. Model results are compared to an established HPC simulator baseline to verify simulation correctness, comparing well across a range of statistical measures. Energy to solution and energy per synaptic event are also reported, demonstrating that the relatively low-tech SpiNNaker processors achieve a 10 × reduction in energy relative to modern HPC systems, and comparable energy consumption to modern GPUs. Finally, system robustness is demonstrated through multiple 12 h simulations of the cortical microcircuit, each simulating 12 h of biological time, and demonstrating the potential of neuromorphic hardware as a neuroscience research tool for studying complex spiking neural networks over extended time periods.","cortical simulation, hardware", extend simulation times and computational neuroscience research to explore long-term effects in the brain
199,Multimodal Approach for Natural Biomedical Multi-scale Exploration,"Rzepecki, Jan; Millán Vaquero, Ricardo Manuel; Vais, Alexander; Friese, Karl-Ingo; Wolter, Franz-Erich",2014,"MRI, histology, microCT",3,-5,-1,0,9,"Cell, Tissue, Organ",1,1,Physiology,Tool,,0.75,0,0.25,1,"main goal is to explore multiscale data; some data are summarized in bar charts, e.g. porosity variability and distribution. Visual links between nodes represent semantic relations across datasets, provided by the underlying ontology of the metadata database. These visual cues can take different forms, including arrows and region of interest markers. Visual cues play an important role in the presentation of hierarchy among the disease features in a multiscalar pathology.",movement,knee,vis,"VR application for exploring multiscale data. e.g. image: Visualization environment. Example of a multiscalar set of datasets (patientspecific knee joint from cellular, organic and behavior scales) placed on focus (knee joint, 3D reconstruction of micro-CT scan of cartilage of meniscus, graphs associated, and histological images of meniscus), context (MRI of knee) and background (gait motion analysis) layers. Visualization helps to observe spatially the relationships among datasets, e.g. the propagation of the cartilage degradation evidenced in each dataset.

Each dataset from a different acquisition modality is displayed as an independent entity, called node. Nodes are distributed in a multilayered 3D workspace with spatial connections, allowing for a direct exploration of all the data.Node features and dependencies are mapped to underlying ontology that provides the semantic connections for the whole set. Each node is classified according to the spatial range of the acquired dataset and its suitability for presentation by a SciVis or InfoVis technique.",,rzepecki.jpg,"Rzepecki, Jan; Millán Vaquero, Ricardo Manuel; Vais, Alexander; Friese, Karl-Ingo; Wolter, Franz-Erich","Pathologies which simultaneously involve different spatial scales are often difficult to understand. Biomedical data from different modalities and spatio-temporal scales needs to be combined to obtain an understandable representation for its examination. Despite of requests to improve the exploration of multi-scale biomedical data, no major progress has been made in terms of a common strategy combining the state of art in visualization and interaction. This work presents a multimodal approach for a natural biomedical multi-scale exploration. The synergy of a multi-layered visualization environment based on spatial scales with hand gestures and haptic interfaces opens new perspectives for a natural data manipulation.","multiscale, knee joint, gait, multiview, VR, virtual reality, Unity","improve features of interaction system, customizable visual links and reduce node occlusion"
200,Case study: visualization of laser confocal microscopy datasets,"Sakas, G.; Vicker, M.G.; Plath, P.J.",1996,laser confocal microscopy,3,-7,-5,-3,1,"Organelle, Cell",0,1,Physiology,Method,,1,0,0,1,Direct volume visualization of live cell imaging showing amoeba cell motitly ,cell motility ,"actin, cell",Vis,"volume rendering method to visualize live cell microscopy datasets to explore the subcellular structure, actin, which enables cells to form pseudopodia and move around in their environment. Actin, when polymerized, forms 3D spiral and scroll structures that can be realized for short spans of time, and this technique aimed to explore these structures.",,--,"Sakas, G.; Vicker, M.G.; Plath, P.J.","This paper presents an example of how existing visualization methods can be successfully applied – after minor modifications – for allowing new, sometimes unexpected insight in scientific questions, in this case for better understanding unknown, microscopic biological structures. We present a volume rendering system supporting the visualization of LCM datasets, a new microscopic tomographic method allowing for the first time accurate and fast in-vivo inspection of the spatial structure of microscopic structures, especially important in (but not restricted to) biology. The speed, flexibility and versatility of the system allows fast, convenient, interactive operation with large datasets on small computers (workstation or PC). By testing different datasets we have been able to significantlyimprove the performance of understanding the internal structure of LCM data. Most important, we have been able to show static and dynamic structures of cells never seen before and allowing significant insight in the cell movement process. Therefore we regard our system as a universal tool for the visualization such data.","live cell imaging, volume render, cell motility ",--
201,CeLaVi: an interactive cell lineage visualization tool,"Salvador-Martínez, Irepan; Grillo, Marco; Averof, Michalis; Telford, Maximilian J",2021,"simulation, single-cell sequencing","2, 3",-7,-4,-3,6,"Cell, Tissue",0,1,Physiology ,Tool,,0.25,0.75,0,1,"main focus on this is to analyze cell lineage to understand how gene expression relates to the spatial distribution of the cells as they develop. Interested in seeing how the cells distribute in morphogenesis process, but main focus of the application appears to be inquiry into fate of INDIVIDUAL cells and to compare between these individuals. ","cell differentiation, morphogenesis (e.g. limb development, very early stages up to hundreds of cells), gene expression",cells,bioinformatics,"CeLaVi is a web-based tool that allows users to explore and annotate cell lineages, whilst simultaneously visualizing the spatial distribution, identities and properties of cells. Dashboard visualization allows users to visualize an entire cell lineage, to annotate cell clones, and to visualize the cells in a visually abstracted 3D space to understand their spatial relationships and organization according to spatial similiarity, these are color coded to a heatmap",,salvador-martinez.jpg,"Salvador-Martínez, Irepan; Grillo, Marco; Averof, Michalis; Telford, Maximilian J","Recent innovations in genetics and imaging are providing the means to reconstruct cell lineages, either by tracking cell divisions using live microscopy, or by deducing the history of cells using molecular recorders. A cell lineage on its own, however, is simply a description of cell divisions as branching events. A major goal of current research is to integrate this description of cell relationships with information about the spatial distribution and identities of the cells those divisions produce. Visualizing, interpreting and exploring these complex data in an intuitive manner requires the development of new tools. Here we present CeLaVi, a web-based visualization tool that allows users to navigate and interact with a representation of cell lineages, whilst simultaneously visualizing the spatial distribution, identities and properties of cells. CeLaVi’s principal functions include the ability to explore and manipulate the cell lineage tree; to visualise the spatial distribution of cell clones at different depths of the tree; to colour cells in the 3D viewer based on lineage relationships; to visualise various cell qualities on the 3D viewer (e.g. gene expression, cell type) and to annotate selected cells/clones. All these capabilities are demonstrated with four different example data sets. CeLaVi is available at http://www.celavi.pro.","cell lineage, gene expression, lineage tree, phylogenetic tree",--
202,Visual Analysis of Large - Scale Protein - Ligand Interaction Data,"Schatz, Karsten; Franco‐Moreno, Juan José; Schäfer, Marco; Rose, Alexander S.; Ferrario, V.; Pleiss, J.; Vázquez, Pere-Pau; Ertl, T.; Krone, M.",2021,simulation: Molecular Dynamics (MD) simulation trajectory ensembles,"2, 3",-10,-7,-15,0,Molecule,0,1,Physiology ,Tool,,0.25,0.75,0,1,"linked views for analysis, 3D view shows structure of protein, CLISD view allows for analysis of binding site. collaborators want to understand how and where ligand molecules approach the active site of an enzyme.",molecular reaction (protein-ligand interactinos),"molecules, proteins",Visualization,"linked 2D and 3D views;  Compressed Ligand-Interaction Sequence Diagram (CLISD) that provides an overview of the amino acids of the protein that interact with the ligands (cf. Figure 1). Our sequence diagram is enhanced by the aggregated values and is designed to draw the attention of the user to the relevant parts. The two-dimensional CLISD is linked to a traditional, three-dimensional surface visualisation of the protein, which can be coloured according to the aggregated values. This molecular surface visualisation enables users to analyse the spatial structure of the depicted molecule.",,schatz.jpg,"Schatz, Karsten; Franco‐Moreno, Juan José; Schäfer, Marco; Rose, Alexander S.; Ferrario, V.; Pleiss, J.; Vázquez, Pere-Pau; Ertl, T.; Krone, M.","When studying protein-ligand interactions, many different factors can influence the behaviour of the protein as well as the ligands. Molecular visualisation tools typically concentrate on the movement of single ligand molecules; however, viewing only one molecule can merely provide a hint of the overall behaviour of the system. To tackle this issue, we do not focus on the visualisation of the local actions of individual ligand molecules but on the influence of a protein and their overall movement. Since the simulations required to study these problems can have millions of time steps, our presented system decouples visualisation and data preprocessing: our preprocessing pipeline aggregates the movement of ligand molecules relative to a receptor protein. For data analysis, we present a web-based visualisation application that combines multiple linked 2D and 3D views that display the previously calculated data The central view, a novel enhanced sequence diagram that shows the calculated values, is linked to a traditional surface visualisation of the protein. This results in an interactive visualisation that is independent of the size of the underlying data, since the memory footprint of the aggregated data for visualisation is constant and very low, even if the raw input consisted of several terabytes.","molecular visualization, ligand interaction, heatmap",incorporate aggregated ligand paths to foster the understanding of the movement
203,Analyzing Protein Similarity by Clustering Molecular Surface Maps,Schatz et al.,2020,"x-ray crystallography, NMR",2,-10,-7,--,--,Molecule,0,1,Anatomy,Method,,0,1,0,1,hierarchical clustering on molecular surface maps to identify similar proteins that implies similar function; data heavily abstracted from source to put this mainly as a pure visual analysis approach,"molecular dynamics, molecular properties",molecule,Vis,"hierarchically cluster and analyze protein ensembles based on surface similarity. Works by computing an image-based clustering of Molecular Surface Maps, then verify, interactively explore, and analyze the results. The hierarchical clustering is visualized as a dendrogram",,schatz2020.jpg,"Schatz, Karsten; Frieß, Florian; Schäfer, Marco; Ertl, Thomas; Krone, Michael","Many biochemical and biomedical applications like protein engineering or drug design are concerned with finding functionally similar proteins, however, this remains to be a challenging task. We present a new imaged-based approach for identifying and visually comparing proteins with similar function that builds on the hierarchical clustering of Molecular Surface Maps. Such maps are two-dimensional representations of complex molecular surfaces and can be used to visualize the topology and different physico-chemical properties of proteins. Our method is based on the idea that visually similar maps also imply a similarity in the function of the mapped proteins. To determine map similarity we compute descriptive feature vectors using image moments, color moments, or a Convolutional Neural Network and use them for a hierarchical clustering of the maps. We show that image similarity as found by our clustering corresponds to functional similarity of mapped proteins by comparing our results to the BRENDA database, which provides a hierarchical function-based annotation of enzymes. We also compare our results to the TM-score, which is a similarity value for pairs of arbitrary proteins. Our visualization prototype supports the entire workflow from map generation, similarity computing to clustering and can be used to interactively explore and analyze the results.
","molecular function, molecular structure","evaluate the performance of a neural
network that is trained specifically for the feature extraction."
204,Interactive visualization of biomolecules’ dynamic and complex properties,"Schatz, Karsten; Krone, M.; Pleiss, J.; Ertl, T.",2019,simuation,"2,3",-10,-6,-15,0,Molecule,0,1,Physiology,Survey,,0,1,0,1,"For the future, we project that the trend towards bigger and more complex biomolecular simulation data will continue. Therefore, novel visualization methods that can efficiently support the visual analysis of these data are necessary. ","molecular dynamics, reactions",molecules,Vis,"state of the art review of molecular visualization that discusses key challenges. Biochemical data often bridge several length scales, from the smallest ligand molecule, consisting only of few atoms, to the largest cell comprising millions or even billions of elementary particles. Often, different representations are required to properly represent the relevant aspects of each scale, although the underlying structure, the atoms, does not change. In the context of proteins, especially their interaction with their environment is of importance. The surface of a protein forms the interface to the environment, so accurate and fast representations of these complicated shapes are required. Especially in the case of enzymes, cavities formed by the proteins’ surface are of importance. As there exists no ground truth for the detection of the cavities, new methods improving either accuracy or detection speed have to be devised. Heavy focus on visual analysis methods to be developed",,--,"Schatz, Karsten; Krone, M.; Pleiss, J.; Ertl, T.","In this paper, we review the advances in molecular visualization over the last 12 years and put the development of the community in context with our own efforts in the DFG Collaborative Research Center (CRC) 716. This includes advances in the field of molecular surface computation and rendering, interactive extraction of protein cavities, and comparative visualization for biomolecules. Our main focus was on the development of methods that assist the interactive and explorative visual analysis of large, dynamic molecular data sets on single desktop computers. To meet this goal, we often developed GPU-accelerated algorithms, which is in line with the general research direction of the field. Over the last years, we made seminal contributions to the field of molecular visualization, which partially still constitute the state of the art development or provided the basis for follow-up works.","state of the art, report, survey, review",visual analysis tools to support ever increasing data complexity
205,Modeling in the Time of COVID-19: Statistical and Rule-based Mesoscale Models,Nguyen et al.,2021,EM,3,-10,-6,-12,-3,Molecule,0,1,Anatomy (from physiology),Method,,0.5,0,0.5,1,"The result of this can be used for scientific communication, exploration aspect is understanding how the various molecular components fit together and interact in rule-based system that user defines ",molecular interactions,"molecule, virion",Visualization,"This is mainly a structural paper but the interesting part related to physiology is the use of a user-defined rule-based system that is partly dependent on the molecular interactions as they build the model, e.g., the lipid bilayer density is defined by the density of molecular interactions, twist of DNA defined by rule specifying rotation between nucleotides",,nguyen-modeling-covid.jpg,"Nguyen, Ngan; Strnad, Ondrej; Klein, Tobias; Luo, Deng; Alharbi, Ruwayda; Wonka, Peter; Maritan, M.; Mindek, Peter; Autin, L.; Goodsell, D.; Viola, I.","We present a new technique for the rapid modeling and construction of scientifically accurate mesoscale biological models. The resulting 3D models are based on a few 2D microscopy scans and the latest knowledge available about the biological entity, represented as a set of geometric relationships. Our new visual-programming technique is based on statistical and rule-based modeling approaches that are rapid to author, fast to construct, and easy to revise. From a few 2D microscopy scans, we determine the statistical properties of various structural aspects, such as the outer membrane shape, the spatial properties, and the distribution characteristics of the macromolecular elements on the membrane. This information is utilized in the construction of the 3D model. Once all the imaging evidence is incorporated into the model, additional information can be incorporated by interactively defining the rules that spatially characterize the rest of the biological entity, such as mutual interactions among macromolecules, and their distances and orientations relative to other structures. These rules are defined through an intuitive 3D interactive visualization as a visual-programming feedback loop. We demonstrate the applicability of our approach on a use case of the modeling procedure of the SARS-CoV-2 virion ultrastructure. This atomistic model, which we present here, can steer biological research to new promising directions in our efforts to fight the spread of the virus.","Nguyen, Ngan; Strnad, Ondrej; Klein, Tobias; Luo, Deng; Alharbi, Ruwayda; Wonka, Peter; Maritan, M.; Mindek, Peter; Autin, L.; Goodsell, D.; Viola, I.","We present a new technique for rapid modeling and construction of scientifically accurate mesoscale biological models. Resulting 3D models are based on few 2D microscopy scans and the latest knowledge about the biological entity represented as a set of geometric relationships. Our new technique is based on statistical and rule-based modeling approaches that are rapid to author, fast to construct, and easy to revise. From a few 2D microscopy scans, we learn statistical properties of various structural aspects, such as the outer membrane shape, spatial properties and distribution characteristics of the macromolecular elements on the membrane. This information is utilized in 3D model construction. Once all imaging evidence is incorporated in the model, additional information can be incorporated by interactively defining rules that spatially characterize the rest of the biological entity, such as mutual interactions among macromolecules, their distances and orientations to other structures. These rules are defined through an intuitive 3D interactive visualization and modeling feedback loop. We demonstrate the utility of our approach on a use case of the modeling procedure of the SARS-CoV-2 virus particle ultrastructure. Its first complete atomistic model, which we present here, can steer biological research to new promising directions in fighting spread of the virus."
206,Geometric Detection Algorithms for Cavities on Protein Surfaces in Molecular Graphics: A Survey,"Simões, Tiago; Lopes, Daniel; Dias, Sérgio; Fernandes, Francisco; Pereira, João; Jorge, Joaquim; Bajaj, Chandrajit; Gomes, Abel",2017,"x-ray crystallography, nmr",3,-10,-7,--,--,Molecule,0,1,Anatomy (form follows function),Survey,,0.5,0.5,0,1,"models visualized from PDB to explore shape, algorithms to process and describe morphology of cavities. "" a better understanding of the process entangled in binding proteins requires the detection of cavities on the molecular surfaces. A computational estimate of the location of such protein regions may be instrumental in improving the design of new drugs, before initiating any experimental laboratory work in the drug discovery process. For that purpose, many algorithms for predicting and identifying protein cavities have been developed so far.""","molecular dynamics (shape of cavity focus here, not interactions so much)","molecule, molecular cavities",Visualization,"survey the literature on protein cavity computation and classify algorithmic approaches into three categories: evolution-based, energy-based and geometry-based.",,simoes.jpg,"Simões, Tiago; Lopes, Daniel; Dias, Sérgio; Fernandes, Francisco; Pereira, João; Jorge, Joaquim; Bajaj, Chandrajit; Gomes, Abel","Detecting and analysing protein cavities provides significant information about active sites for biological processes (e.g. protein–protein or protein–ligand binding) in molecular graphics and modelling. Using the three‐dimensional (3D) structure of a given protein (i.e. atom types and their locations in 3D) as retrieved from a PDB (Protein Data Bank) file, it is now computationally viable to determine a description of these cavities. Such cavities correspond to pockets, clefts, invaginations, voids, tunnels, channels and grooves on the surface of a given protein. In this work, we survey the literature on protein cavity computation and classify algorithmic approaches into three categories: evolution‐based, energy‐based and geometry‐based. Our survey focuses on geometric algorithms, whose taxonomy is extended to include not only sphere‐, grid‐ and tessellation‐based methods, but also surface‐based, hybrid geometric, consensus and time‐varying methods. Finally, we detail those techniques that have been customized for GPU (graphics processing unit) computing.","Computer Graphics, Geometric Modelling, Life And Medical Sciences, Biological Modelling, Modelling, Computational Geometry","""A current trend in this field is to develop dynamic models for protein surfaces that deform over time and mimic their biophysical behaviour. To this end, we need surface models for proteins that take into account protein–ligand and protein–protein interactions; for example, we need a model that is further capable of representing induced conformations on molecular binding and thereby captures topological transformations of, for example, a void into a pocket, and vice versa. In many ways, this is a challenge for those involved in physically based geometry research, which directly involves Computer Graphics and Geometry Processing. The promise borne by these new approaches is both a more faithful and farther reaching model of protein–ligand interactions that could yield significant gains in molecular simulation and modelling."""
207,COMUNET: a tool to explore and visualize intercellular communication,"Solovey, Maria; Scialdone, Antonio",2020,scRNA-seq,2,-10,-4,-3,0,"Cell, Tissue",0,1,Physiology ,Tool,,0,1,0,1,"main focus is to understand patterns of intercellular communication between different cell types in tissue; to understand the biological relevance of specific interacting molecular partners and the cellular communication they generate, it is desirable to be able to quantitatively compare cellular communication across different datasets.
clustering of interacting ligand-receptor pairs: COMUNET identifies pairs of interacting partners with similar patterns of intercellular communication and organizes them into clusters. This is done by performing hierarchical clustering of the dissimilarity matrix of layers

",intercellular communication,cells,bioinformatics,"Algorithms that analyze scRNA-seq data all start from a database of interacting molecular partners (e.g. ligand and receptor pairs) to infer, from their expression patterns, a list of potential communication pathways between cell types. While the results of these analyses can reveal important insights into the functioning of complex tissues composed of many different cell types, their interpretation can still be challenging with the existing algorithms.  Cell cOmmunication exploration with MUltiplex NETworks (COMUNET), a new tool to visualize and interpret cell–cell communication that is based on multiplex networks and addresses all the challenges mentioned above. More specifically, COMUNET allows (i) unsupervised clustering of interacting partners (e.g. ligand–receptor pairs), (ii) search for specific patterns of communication and (iii) comparison between two biological conditions, aiding the interpretability of the results and the identification of promising candidate molecules to follow-up on. In this article, we show how COMUNET can perform these tasks on two scRNA-seq datasets from mouse embryos and from the bone marrow of an acute myeloid leukemia patient. COMUNET can be easily installed and run, since it is available as an R package from https://github.com/ScialdoneLab/COMUNET.",,solovey.jpg,"Solovey, Maria; Scialdone, Antonio","Motivation: Intercellular communication plays an essential role in multicellular organisms and several algorithms to analyze it from single-cell transcriptional data have been recently published, but the results are often hard to visualize and interpret.
Results: We developed Cell cOmmunication exploration with MUltiplex NETworks (COMUNET), a tool that streamlines the interpretation of the results from cell–cell communication analyses. COMUNET uses multiplex networks to represent and cluster all potential communication patterns between cell types. The algorithm also enables the search for specific patterns of communication and can perform comparative analysis between two biological conditions. To exemplify its use, here we apply COMUNET to investigate cell communication patterns in single-cell transcriptomic datasets from mouse embryos and from an acute myeloid leukemia patient at diagnosis and after treatment.
Availability and implementation:Our algorithm is implemented in an R package available from https://github.com/ScialdoneLab/COMUNET, along with all the code to perform the analyses reported here.","gene expression, ligand-receptor pairing, ligand-receptor binding, cellular communication, intercellular communication",--
208,Visual cohort comparison for spatial single-cell omics-data,"Somarakis, Antonios; Ijsselsteijn, Marieke E.; Luk, Sietse J.; Kenkhuis, Boyd; de Miranda, Noel F.C.C.; Lelieveldt, Boudewijn P.F.; Höllt, Thomas",2021,"mass cytometry, microscopy",2,-7,-4,2,2,"Tissue, Cell",1,1,"Anatomy, Physiology",Tool,,0.25,0.75,0,1,"Single cell resolution from the omics data but the main idea and goal is to understand tissue functionality through examining spatial interactions between cells. Comparative analysis workflow enables the identification of cohort-differentiating features, as well as outlier samples at any stage of the workflow...
""Since researchers are interested in this information per cell, rather than per pixel, these images are typically pre-processed by segmenting individual cells and aggregating the values of the segmented pixels. Based on this aggregated information and potentially further features like morphology, the function and type of the segmented cells can be identified [44]. Both, cell segmentation [44, 46], as well as cell type identification [29, 44, 48, 51] in this kind of data is an active research topic. """,tissue function,cell groups,vis,"interactive visual analysis workflow for the comparison of cohorts of spatially-resolved omics-data. from figure screenshot: integrated system including the view for the comparison based on the cell abundance using raincloud plots (a), the tissue view, showing selected samples of the two cohorts (b), and the multi-cellular microenvironment comparison view using a difference heatmap and raincloud plots (c).
IMPORTANCE: understand multi-cellular interactions. With identification of these multi-cellular patterns, a crucial question arises; are such patterns correlated with clinical information, such as survival rate?",,somarakis.png,"Somarakis, Antonios; Ijsselsteijn, Marieke E.; Luk, Sietse J.; Kenkhuis, Boyd; de Miranda, Noel F.C.C.; Lelieveldt, Boudewijn P.F.; Höllt, Thomas","Spatially-resolved omics-data enable researchers to precisely distinguish cell types in tissue and explore their spatial interactions, enabling deep understanding of tissue functionality. To understand what causes or deteriorates a disease and identify related biomarkers, clinical researchers regularly perform large-scale cohort studies, requiring the comparison of such data at cellular level. In such studies, with little a-priori knowledge of what to expect in the data, explorative data analysis is a necessity. Here, we present an interactive visual analysis workflow for the comparison of cohorts of spatially-resolved omics-data. Our workflow allows the comparative analysis of two cohorts based on multiple levels-of-detail, from simple abundance of contained cell types over complex co-localization patterns to individual comparison of complete tissue images. As a result, the workflow enables the identification of cohort-differentiating features, as well as outlier samples at any stage of the workflow. During the development of the workflow, we continuously consulted with domain experts. To show the effectiveness of the workflow we conducted multiple case studies with domain experts from different application areas and with different data modalities.","raincloud plots, direct visualization, histology, heatmap, transcriptomics, spatial omics data","Extending this to a hierarchical approach, facilitating the
exploration of such aggregated regions and then individual images
within a region might be a worthwhile extension, extend to image stack/volumetric data"
209,The human body at cellular resolution: the NIH Human Biomolecular Atlas Program,"Srivatsan, Sanjay R; Regier, Mary C; Barkan, Eliza; Franks, Jennifer M; Packer, Jonathan S; Grosjean, Parker; Duran, Madeleine; Saxton, Sarah; Ladd, Jon J; Spielmann, Malte; others; Consortium, HuBMAP; others",2019,"imaging, omics, mass spectroscopy",3,-10,0,-6,5,"Cell, Tissue, Organ, Organism",1,1,"Anatomy, Physiology",Method,,0.5,0.5,0,1,"explore and analyze molecular and cellular organization, interactions, and functions and their relationship to tissue, organ, system, and whole body level",many,body,bioinformatics,"massive, multidisciplinary initiitiave to map the entire body at a molecular and cellular level using omics data; map all of this to a common coordinate framework.
""Trillions of cells, organized across an array of spatial scales and a multitude of functional states, contribute to a symphony of physiology. While we broadly know how cells are organized in most tissues, a comprehensive understanding of the cellular and molecular states and interactive networks resident in the tissues and organs, from organizational and functional perspectives, is lacking. The specific three-dimensional organization of different cell types, together with the effects of cell–cell and cell–matrix interactions in their natural milieu, have a profound impact on normal function, natural ageing, tissue remodelling, and disease progression in different tissues and organs.""
""The HuBMAP Consortium (https://hubmapconsortium.org/) will actively work with other ongoing initiatives including the Human Cell Atlas7, Human Protein Atlas8, LIfeTime (https://lifetime-fetflagship.eu/), and related NIH-funded consortia that are mapping specific organs (including the brain9, lungs (https://www.lungmap.net/), kidney (https://kpmp.org/about-kpmp/), and genitourinary (https://www.gudmap.org/) regions) and tissues (especially pre-cancer and tumours10; https://humantumoratlas.org), as well as other emerging programs.""",,hubmap.jpg,"Srivatsan, Sanjay R; Regier, Mary C; Barkan, Eliza; Franks, Jennifer M; Packer, Jonathan S; Grosjean, Parker; Duran, Madeleine; Saxton, Sarah; Ladd, Jon J; Spielmann, Malte; others; Consortium, HuBMAP; others","Transformative technologies are enabling the construction of three-dimensional maps of tissues with unprecedented spatial and molecular resolution. Over the next seven years, the NIH Common Fund Human Biomolecular Atlas Program (HuBMAP) intends to develop a widely accessible framework for comprehensively mapping the human body at single-cell resolution by supporting technology development, data acquisition, and detailed spatial mapping. HuBMAP will integrate its efforts with other funding agencies, programs, consortia, and the biomedical research community at large towards the shared vision of a comprehensive, accessible three-dimensional molecular and cellular atlas of the human body, in health and under various disease conditions","Computational platforms and environments, Genomics","**this is their project proposal, so on some level all of this is future work"
210,At the interface of biology and computation,"Taylor, Alex S.; Piterman, Nir; Ishtiaq, Samin; Fisher, Jasmin; Cook, Byron; Cockerton, Caitlin; Bourton, Sam; Benque, David",2013,simulation,2,-10,-9,-6,5,Molecule,0,1,Physiology,Tool,,0,0.75,0.25,1,"goal is to analyze the stability of a biological network, focus is on gene regulatory networks. Abstract glyphs that symbolize pathway elements and arrows connect the elements","pathway, gene regulation pathway",molecule,computational biology,"Tool Bio Model Analyzer (BMA), supports the modeling and analysis, including stability analysis, of gene regulatory networks. BMA is able to prove stabilization for highly complex models that may have a huge number of configurations or states. To work around problems of scale, the tool evaluates symbolic sets of this extremely large state space. Furthermore, rather than analyzing the whole network, it answers questions about discrete components such that stabilization is established as a composition of smaller mathematical arguments (i.e., lemmas)",,taylor.jpg,"Taylor, Alex S.; Piterman, Nir; Ishtiaq, Samin; Fisher, Jasmin; Cook, Byron; Cockerton, Caitlin; Bourton, Sam; Benque, David","Representing a new class of tool for biological modeling, Bio Model Analyzer (BMA) uses sophisticated computational techniques to determine stabilization in cellular networks. This paper presents designs aimed at easing the problems that can arise when such techniques - using distinct approaches to conceptualizing networks - are applied in biology. The work also engages with more fundamental issues being discussed in the philosophy of science and science studies. It shows how scientific ways of knowing are constituted in routine interactions with tools like BMA, where the emphasis is on the practical business at hand, even when seemingly deep conceptual problems exist. For design, this perspective refigures the frictions raised when computation is used to model biology. Rather than obstacles, they can be seen as opportunities for opening up different ways of knowing.","design, human factors",--
211,Is it Necessary to Model the Matrix Degrading Enzymes for Simulating Tumour Growth?,"Toma, Alina; Mang, Andreas; Schütz, Tina A.; Becker, Stefan; Buzug, Thorsten M.",2011,simulation,2,-9,-4,-6,6,"Molecule, Cell, Tissue",0,1,Physiology ,Model,,1,0,0,1,Visual exploration of results of the models of cellular processes for tumor growth ,morphogenesis,tumor,Vis,"This paper is devoted to the modelling of cellular processes of tumour cells, which is itself part of a complex system and the availability of efficient means therefore an essential prerequisite for modelling tumour growth. To this end we developed a novel lattice based approach that does not only provide a significant simplification compared to previous models but is also computationally efficient. This is achieved via unifying two partial differential equations allowing for a straightforward, fast and accurate implementation. Comparing the results for modelling haptotactic-chemotactic cancer growth using the common choice of the environment and the above introduced exclusion of the MDE, we observe a rather similar size of the tumour. The shape of the cancer modelled with the novel introduced method shows a more diffusive character, i.e. the cells are migrating farther from the bulk, constituting the high malignancy of the tumour. This diffuse tumour behaviour is very characteristic for this type of cancer as it has already been shown for in-vitro experiments. Faced with the requirement of modelling much more complex processes than the degradation of the ECM through the MDE (in order to adequately model tumour growth) the proposed model provides a reasonable trade-off between complexity and accuracy.",,toma.jpg,"Toma, Alina; Mang, Andreas; Schütz, Tina A.; Becker, Stefan; Buzug, Thorsten M.","We propose a hybrid continuum discrete model to simulate tumour growth on a microscopic scale. The lattice based spatio temporal model consists of reaction diffusion equations that describe interactions between cancer cells and their microenvironment. The components that are typically considered are usually nutrients, like oxygen and glucose, matrix degrading enzymes (MDE) and the extracellular matrix (ECM). The in vivo processes are very complex and occur on different levels. This in turn leads to huge computational costs. Thus, the aim is to describe the processes on the basis of simplified mathematical approaches, which depict realistic results at the same time. In this work we discuss if we have to model the MDEs or if the ECM can be modelled directly depending on the cancer cells distribution. Comparing the results for modelling the tumour growth with the common choice and with the simplified model without MDE, we observe almost similar results. The model without MDE allows for a straightforward, fast and accurate implementation.","molecule, tumor growth ",extend model to include immune system
